author,title,controlno,call_no
"Cooke, Alison",A guide to finding quality information on the Internet : selection and evaluation strategies,000001300771,025.04 001L
"Liu, Lewis-Guodo",The role and impact of the Internet on library and information services,000001567107,025.04 001a
"MacDonald, Randall M.",Successful keyword searching : initiating research on popular topics using electronic databases,000001560124,025.04 001b
"Pedley, Paul",The invisible web : searching the hidden parts of the internet,000001559822,025.04 001c
"Computers in Libraries Conference (16th : 2001 : Washington, D.C.)","16th Annual Computers in Libraries 2001 : collected presentations, 2001, Washington Hilton & Towers, March 14-16, 2001",000001571455,025.04 001d
"National Online Meeting (22nd : 2001 : New York, N.Y.)","NationalOnline+ 2001 : proceedings, New York, May 15-17, 2001",000001565764,025.04 001e
E-Libraries meeting (1st : 2001 : New York),"E-Libraries+2001 : proceedings, New York, May 15-17, 2001",000001556904,025.04 001f
"Bertot, John Carlo","Evaluating networked information services : techniques, policy, and issues",000001558117,025.04 001g
"Chowdhury, G. G. (Gobinda G.)",Information sources and searching on the World Wide Web,000001260215,025.04 001h
"European Summer School in Information Retrieval (3rd : 2000 : Varenna, Italy)","Lectures on information retrieval : Third European Summer-school, ESSIR 2000, Varenna, Italy, September 11-15, 2000 : revised lectures",000001256246,025.04 001i
"Marcum, Deanna B",Development of digital libraries : an American perspective,000001303403,025.04 001j
"Sauers, Michael P",Using the Internet as a reference tool : a how to-do-it manual for librarians,000001281032,025.04 001k
"Smith, Mark",Managing the Internet controversy,000001299063,025.04 001m
"Huberman, B. A. (Bernardo A.)",The laws of the Web : patterns in the ecology of information,000001320245,025.04 001n
이선규,클릭! 전 국민 인터넷 주소록,000000708671,025.04 001가
김태승 金泰承,도서관과 학술정보활용,000000713236,025.04 001갸
"Berners-Lee, Tim",월드와이드웹 : 당신이 꿈꾸는 인터넷 세상,000000717304,025.04 001거
"Kim, Amy Jo",성공적인 온라인 커뮤니티 구축 전략,000000650451,025.04 001겨
한국 정보관리학회,디지털자료의 구축 및 활용 : 韓國情報管理學會 정보관리강좌 2001,000000658230,025.04 001고
박온자 朴溫子,정보원과 정보이용 : 질적정보 이용안내,000000661540,025.04 001교
박미영,정보검색@인터넷 : 인터넷 정보검색사,000000655747,025.04 001구
광천주신 廣川州伸,미련없이 버리는 정보활용술,000000653207,025.04 001규
"Baeza-Yates, R. (Ricardo)",최신정보검색론,000000660889,025.04 001그
한국데이터베이스진흥센터,제4회 디지털도서관 컨퍼런스,000000666765,025.04 001기
"Krug, Steve",상식이 통하는 웹사이트가 성공한다,000000038984,025.04 001나
유목강웅 有木康雄,정보의 구조화와 검색,000000120708,025.04 001냐
"Sterne, Jim",Web metrics : proven methods for measuring Web site success,000001275390,025.04 002a
"Naumann, Felix",Quality-driven query answering for integrated information systems,000001250688,025.04 002b
Cross-Language Evaluation Forum . Workshop,"Evaluation of cross-language information retrieval systems : Second Workshop of the Cross-Language Evaluation Forum, CLEF 2001, Darmstadt, Germany, September 3-4, 2001 : revised papers",000001250700,025.04 002c
"Deegan, Marilyn",Digital futures : strategies for the information age,000001302927,025.04 002d
"McDermott, Irene E.",The librarian's Internet survival guide : strategies for the high-tech reference desk,000001294984,025.04 002e
"Pantry, Sheila",Creating a successful e-information service,000001301714,025.04 002f
"Sturges, R. P. (Rodney Paul)",Public internet access in libraries and information services,000001305280,025.04 002g
"Gorman, G. E.",The digital factor in library and information services,000001280204,025.04 002h
"Kalfatovic, Martin R.","Creating a winning online exhibition : a guide for libraries, archives, and museums",000001318984,025.04 002i
이종문,디지털정보 관리방법론,000001068379,025.04 002가
권군오,(Passpoint) 인터넷 정보검색사 : 한번에 끝내기,000000717149,025.04 002가
김명주,인터넷정보검색사 필기+실기 특별대비,000000031578,025.04 002갸
노진영 盧鎭英,학술 정보 검색,000000011625,025.04 002거
ITQ시험연구팀,(한국생산성본부(KPC) 시행) ITQ 인터넷 검색,000000008608,025.04 002겨
이종문,디지털정보 관리방법론,000000029422,025.04 002고
정민,한.중 전통문화관련 디지털 인문콘텐츠 실태비교 및 수준향상 방안 연구,000000021239,025.04 002교
한국데이터베이스진흥센터,제5회 디지털도서관 국제 컨퍼런스,000000729828,025.04 002구
"Daconta, Michael C.","The Semantic Web : a guide to the future of XML, Web services, and knowledge management",000001706776,025.04 003a
"Daconta, Michael C","The Semantic Web : a guide to the future of XML, Web services, and knowledge management",000001249724,025.04 003a
"Chu, Heting",Information representation and retrieval in the digital age,000001253337,025.04 003b
"Hernon, Peter",U.S. government on the Web : getting the information you need,000001280555,025.04 003c
"Wolfram, Dietmar",Applied informetrics for information retrieval research,000001281558,025.04 003d
"Croft, W. Bruce",Language modeling for information retrieval,000001294170,025.04 003e
"European Conference on IR Research (25th : 2003 : Pisa, Italy)","Advances in information retrieval : 25th European Conference on IR Research, ECIR 2003, Pisa, Italy, April 14-16, 2003 : proceedings",000001297415,025.04 003f
"Bishop, Ann P",Digital library use : social practice in design and evaluation,000001293958,025.04 003g
"Zhong, Ning",Web intelligence,000001284310,025.04 003h
"ISWC 2003 (2003 : Sanibel, Fla.)","The Semantic Web, ISWC 2003 : Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003 : proceedings",000001299649,025.04 003i
"International Conference on Asian Digital Libraries (6th : 2003 : Kuala Lumpur, Malaysia)","Digital libraries : technology and management of indigenous knowledge for global access : 6th International Conference on Asian Digital Libraries, ICADL 2003, Kuala Lumpur, Malaysia, December 8-12, 2003 proceedings",000001292877,025.04 003j
"Dupuis, Elizabeth A","Developing web-based instruction : planning, managing, designing and evaluating for results",000001295843,025.04 003k
이명진,난 매일 아침 쿠키(cookie)와 자바(java) 커피를 마신다,000000000278,025.04 003가
이명진,난 매일아침 쿠키(cookie)와 자바(java) 커피를 마신다,000001080152,025.04 003가
한국교육학술정보원,국가 학술연구DB 생성 및 유통체계 workshop,000000048065,025.04 003갸
안전화명,정보검색의 이해,000001094834,025.04 003갸
한국교육학술정보원,2003년 해외전자정보 공동구매 신청 안내 및 2003/2004년 국가 라이선스 구독계획 안내,000000001839,025.04 003거
한국교육학술정보원,OCLC netLibrary ebook title select module 관리자/선정자 매뉴얼,000000006649,025.04 003겨
정보관리연구회 국가연구정보협의회,(2003 정책토론회) 지식강국을 위한 국가연구정보망 구축,000000021777,025.04 003고
김용섭,1위 웹사이트에는 뭔가 특별한 것이 있다,000000091553,025.04 003교
안전화명 岸田和明,정보검색의 이해,000000094756,025.04 003구
한국. 특허청,(2003 신기술동향조사 보고서) 인터넷 정보검색기술,000000082660,025.04 003규
조순영,국내 대학도서관의 해외 전자정보 구독현황 분석 보고서,000000072164,025.04 003그
이승원,(최신) 인터넷 정보검색사 : 1급/2급[필기/실기],000000101360,025.04 003기
한국. 국회도서관,지식정보사회에 있어 전자도서관의 역할과 비전,000000068291,025.04 003나
최동진,(Special edition) 인터넷 정보검색사,000001769509,025.04 003냐 
"Poremsky, Diane",Google and other search engines,000001296650,025.04 004L
"Díaz, Karen R",IssueWeb : a guide and sourcebook for researching controversial issues on the Web,000001305414,025.04 004a
"European Conference on IR Research (26th : 2004 : Sunderland, Tyne and Wear, England)","Advances in information retrieval : 26th European Conference on IR Research, ECIR 2004, Sunderland, UK, April 5-7, 2004 : proceedings",000001299635,025.04 004b
"Clyde, Laurel A (Laurel Anne)",Weblogs and libraries,000001295485,025.04 004c
"Stacey, Alison",Effective information retrieval from the Internet : an advanced user's guide,000001291988,025.04 004d
"Secker, Jane",Electronic resources in the virtual learning environment : a guide for librarians,000001299462,025.04 004e
"Andrews, Judith","Digital libraries : policy, planning, and practice",000001283846,025.04 004f
"Bradley, Phil",The advanced Internet searcher's handbook,000001300330,025.04 004g
"Morrison, Andrea Marie",International government information and country information : a subject guide,000001285494,025.04 004h
"Chowdhury, G. G. (Gobinda G.)",Introduction to modern information retrieval,000001300423,025.04 004i
"Schneider, Fritz",How to do everything with Google,000001302580,025.04 004j
"Van Rijsbergen, C. J.",The geometry of information retrieval,000001296530,025.04 004k
"Passin, Thomas B",Explorer's guide to the Semantic Web,000001296890,025.04 004m
"Antoniou, G. (Grigoris)",A semantic Web primer,000001286570,025.04 004n
"Spink, Amanda",Web search : public searching on the Web,000001283197,025.04 004o
"Visser, Ubbo",Intelligent information integration for the Semantic Web,000001288407,025.04 004p
"Campbell, John Edward","Getting it on online: cyberspace, gay male sexuality, and embodied identity",000001758853,025.04 004q 
조순영,학술지 소장정보 자동갱신을 위한 시스템 구축 방안 연구,000001097305,025.04 004가
이종문,디지털도서관 구축 및 운영론,000000093515,025.04 004가
한국교육학술정보원,2004년도 KERIS 해외전자정보 컨소시엄 세미나 자료집,000000099063,025.04 004갸
나창호,지역사료의 검색과 활용,000000066567,025.04 004거
노동조 盧東助,온라인 정보탐색 행태 분석,000000120687,025.04 004겨
조순영,학술지 소장정보 자동갱신을 위한 시스템 구축 방안 연구,000000127339,025.04 004고
"Rafferty, Pauline",Indexing multimedia and creative works : the problems of meaning and interpretation,000001292778,025.04 005a
"Yu, Holly",Content and workflow management for library websites : case studies,000001289147,025.04 005b
